title,info,km,year,color,brand,motor,Chassis,body,ensurance,gearbox,sale,description,link,FrontChassis,backChassis,price,expo,fair
پراید 131 SE، مدل ۱۳۹۷,۲ هفته پیش در تبریز | سواری و وانت,۸۵٬۰۰۰,۱۳۹۷,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,بدون رنگ لاستیک نو موتور سالم صفحه نوع وسایل مصرفی نوع سرویس ها انجام شده دارای دزدگیر پخش کفپوش نمد سینه ... ماشین در شبستر و صوفیان می باشد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B7_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWqWP27,,,,,
پراید ۱۱۱ مدل ۹۶,۲ هفته پیش در تبریز | سواری و وانت,۹۰٬۰۰۰,۱۳۹۶,سفید,پراید 111 SX,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,"با سلام
پراید هاچ بک ۱۱۱ 
بدون رنگ
فنی عالی
داخل کابین در حد
لاستیکها ۷۰٪
کاملا آماده مسافرت",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B1%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B6_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWqGK_j,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۴,۲ هفته پیش در تبریز | سواری و وانت,۲۴۰٬۰۰۰,۱۳۸۴,نقره‌ای,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی,پراید سالم رنگ نقره ای کم کار دو گانه بیرون ماشین خیلی خیلی سالم فقط در راننده رنگ ماشین خوبه انتظار قیمت متوسط نداشته باشین,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWSGUvA,,,,,
پراید 141 ساده، مدل ۱۳۸۴,۲ هفته پیش در تبریز | سواری و وانت,۳۵٬۰۰۰,۱۳۸۴,خاکستری,پراید 141 ساده,سالم,ضربه‌خورده,دوررنگ,۷ ماه,دنده‌ای,,پراید مدل ۸۴ دوگانه ال پی چی,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-141-%D8%B3%D8%A7%D8%AF%D9%87-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW-ViIv,,,توافقی,,
پراید صندوق‌دار بنزینی، مدل ۱۳۸۴,۲ هفته پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۸۴,اطلسی,پراید صندوق‌دار بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی,سلام پراید صفر فنی صفر کلا به شرط کارشناس شما فقط تماس بازدید جلالیه,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW-UEKG,,,,,
پراید 131 SE، مدل ۱۳۹۴,۲ هفته پیش در تبریز | سواری و وانت,۰,۱۳۹۴,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی,سالم بدون ایراد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW60TPn,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۶,۲ هفته پیش در تبریز | سواری و وانت,۲۷,۱۳۸۶,سفید صدفی,پراید صندوق‌دار CNG,سالم,,خط و خش جزیی,۵ ماه,دنده‌ای,,***********,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B6_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW60J69,ضربه‌خورده,سالم و پلمپ,,,
پراید 131 EX، مدل ۱۳۹۵,۲ هفته پیش در تبریز | سواری و وانت,۹۰,۱۳۹۵,سفید,پراید 131 EX,,,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی,پراید درحد یک گلگیر رنگ ما بقی بدون رنگ قیمت فروش فوری با مشتری واقعی کنار میام .با تشکر,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-ex-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWukM6L,,,توافقی,,
پراید صندوق‌دار بنزینی، مدل ۱۳۸۶,۲ هفته پیش در تبریز | سواری و وانت,۲۵۰٬۰۰۰,۱۳۸۶,نقره‌ای,پراید صندوق‌دار بنزینی,سالم,سالم و پلمپ,دوررنگ,۲ ماه,دنده‌ای,نقدی,"پراید مدل ۸۶ 
از اول تک گانه بنزین 
ماشین خانکی کم کارکرد 
جلو عقب پلمپ کارخانه باندازه نوک سوزن فشار نداره 
صفحه کلاچ نو رو دری جدید چراخ جدید 
تسمه جدید فلنجه ها جدید 
لاستیک های جلو نو عقب ۸۰ درصد 
ماشین عین عروسک چون خانگی بوده رسیدگی کردم 

بعلت نیاز مالی فوری بفروش میرسد لطفا",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B6_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWqUhXk,,,,,
خودرو هاچ بک دو گانه۷۴,۲ هفته پیش در تبریز | سواری و وانت,۰,۱۳۷۴,سفید,پراید هاچبک,سالم,سالم و پلمپ,دوررنگ,۱ ماه,دنده‌ای,نقدی,خودرو فوق هاچ بک دو گانه دور رنگ شاسی ها پلمپ مهلت بیمه یک ماه در صورت تمایل در خدمتم,https://divar.ir/v/%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D9%87%D8%A7%DA%86-%D8%A8%DA%A9-%D8%AF%D9%88-%DA%AF%D8%A7%D9%86%D9%87%DB%B7%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW-jUJR,,,,,
پراید 131 SE، مدل ۱۳۹۵ دوگانه,۲ هفته پیش در تبریز | سواری و وانت,۹۰٬۰۰۰,۱۳۹۵,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,با سلام.یک دستگاه خودروی سواری پراید با ۵ ماه بیمه دوگانه ی بیرون‌که ۵ ماهه گاز کردیم و بیمه نامه هم داره .لاستیک‌ها هر پنج تا خارجی هانکوک نو هستن.تمامی لوازم‌مصرفی ها به موقع عوض شده.دارای ضبط باند روکش کفپوش می باشد.لطفا دلال زنگ نزنه.با تشکر,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWmjPWu,,,,,
پراید صندوق‌دار بنزینی، مدل ۱۳۸۳,۲ هفته پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۸۳,سفید,پراید صندوق‌دار بنزینی,سالم,,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی,باسلام پراید به مدل هشتادوسه موتور سالم بدون خطوخش کمی به شاسی جلو فشار اومده بیمه چهار ماه لاستیکها پنجاه درصد اتاقشو عوض کردم مراحل قانونیشو طی کردم به برگ سبزثبت شده قیمتشو زدم به خاطر نیاز مالی میفروشم در ضمن ماشین تک گانه هست باتشکر از دیوار,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWejs0r,ضربه‌خورده,,,,
پراید 131 SE، مدل ۱۳۹۵,۲ هفته پیش در تبریز | سواری و وانت,۱۱۰٬۰۰۰,۱۳۹۵,سفید,پراید 131 SE,سالم,سالم و پلمپ,رنگ‌شدگی، در چند ناحیه,۷ ماه,دنده‌ای,نقدی,"با سلام 
ماشین دارای روکش صندلی تازه 
کف پوش سه بعدی تازه 
پخش صوتی فلش خور 
و چهار چرخ (مارک تری انگل) ۹۵ درصد 
لنت ترمز و جلو بندی تازه عوض شده 
(دلیل فروش ساخت ساز خانه )",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWWjrSs,,,,,
پراید 131 SX، مدل ۱۳۹۲,۲ هفته پیش در تبریز | سواری و وانت,۱۱٬۱۱۱,۱۳۹۲,سفید صدفی,پراید 131 SX,سالم,,خط و خش جزیی,۲ ماه,دنده‌ای,,سلام دوستان عزیزم پراید 92خوش رخ موتورسالم دوگانه ال پی چی شاسی عقب پلمپ شاسی جلو ضربه جزی دورنگ نیست ولی من دورنگ میدم معاوظه با پرشیا یا پژو مدل ۸۶یا۸۷باتشکر از دیوار,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-sx-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B2_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWOD3Ny,ضربه‌خورده,سالم و پلمپ,,,
سمند ال ایکس موتور ملی دوگانه کارخانه ، مدل ۱۳۹۰,۲ هفته پیش در تبریز | سواری و وانت,۲۴۰٬۰۰۰,۱۳۹۰,سفید,سمند LX EF7 گازسوز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی و قسطی,سمند موتور ملی دوگانه کارخانه مدل ۹۰ سفید درجه یک چند لکه رنک لاستیک‌ها نو رینک المینیومی اسپرت فنی عالی جلو عقب پلمب ظبط فلش خور روکش کفپوش تمام سرویسها انجام شده موتور یکسال قبلتوسط نمایندگی نوو تعمیر اساسی شده فاکتور هاش موجوده اماده مسافرت سواری عالی ودرحد صفر منیفول چدنی با پراید ۱۳۲ سفید یا روا یا ماشین هم معاوضه میکنم ماشین خوب میخوام رنک هم داشته باشه مشگلی نیست,https://divar.ir/v/%D8%B3%D9%85%D9%86%D8%AF-%D8%A7%D9%84-%D8%A7%DB%8C%DA%A9%D8%B3-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D9%85%D9%84%DB%8C-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B0_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW6ipbG,,,,,
پراید سفری، مدل ۱۳۸۹,۲ هفته پیش در تبریز | سواری و وانت,۲۸۵٬۰۰۰,۱۳۸۹,بژ,پراید سفری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی,بدون رنگ بدون خط و خش لاستیک جلو 100درصد عقب 50درصد بنزینی سمت راننده به اندازه یک وجب رنگ سمت شاگرد به اندازه یه وجب گریسگاری وابرنگ در عکس مشخص شده است,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B3%D9%81%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWmC0ew,,,,,
پراید 131 SE، مدل ۱۳۹۸,۲ هفته پیش در تبریز | سواری و وانت,۳۱٬۰۰۰,۱۳۹۸,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,,نقدی,ماشین فوق بدون‌ رنگ سالم و سرحال بدون‌ سروصدا به شرط کارشناسی شما جوان پسند,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B8_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWmymBP,,,۱۶۹٬۰۰۰٬۰۰۰ تومان,,
پراید صندوق‌دار CNG، مدل ۱۳۷۹,۲ هفته پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۷۹,سفید,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,دوررنگ,۲ ماه,دنده‌ای,نقدی,دوگانه بیرون ۷۰ درصد تایر موتور تازه تعمیر,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B7%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWiCctw,,,,,
پراید صندوق‌دار CNG، جوان پسند,۲ هفته پیش در تبریز | سواری و وانت,۱۲۰٬۰۰۰,۱۳۸۰,نقره‌ای,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی,"پراید مدل۸۰رخ در حد ۹۰به بالا
دوگانه تازه دوگانه کردم
اینه کاپرس
چراع زیر سپر
هدلایت
کف موش سه یعدی 
دزدگیر که ی هفته هست بستم
موتور تازه تعمیر سر سیلندر نو ۲ ماه هست تعمیر کردم
سیم کشی کلا نو عوص کردم
بسیار تمیز و جوان پسند 
دارای سیستم که اگه خواستین جدا حساب میشه
بازدید فقط بعد از ظهر ها",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D8%AC%D9%88%D8%A7%D9%86-%D9%BE%D8%B3%D9%86%D8%AF_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWiiyyV,,,,,
پراید صندوق‌دار بنزینی، مدل ۱۳۷۵,۲ هفته پیش در تبریز | سواری و وانت,۱۵۰٬۰۰۰,۱۳۷۵,سفید,پراید صندوق‌دار بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,دنده‌ای,,سلام ماشین کلکسیونی .۲۰سال خواب .کلا بیرنگ .فول .کولر .شیشه ها برقی .انتن برقی .گرم کن شیشه عقب .همه چی فابریک .زاپاس فابریک کارخانه KUMOHO.زیر پایی ها فابریک کارخونه .پیچ تا پیچ فابریک kia.لطفا کسی که از این ماشین سر در میاره زنگ بزنه. تومان,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B7%DB%B5_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWiyAh9,,,غیرقابل نمایش,,
پژو 405 GL - دوگانه سوز CNG، مدل ۱۳۸۶,۲ هفته پیش در تبریز | سواری و وانت,۴۰۶٬۲۱۸,۱۳۸۶,نقره‌ای,پژو 405 GL - دوگانه سوز CNG,سالم,سالم و پلمپ,دوررنگ,۳ ماه,دنده‌ای,نقدی,باسلام خودرو 405مدل 86دوگانه کارخانه ولی من به علت خرابی ژیگلاتور رو دستی با کلید روش انداختم تازه واشر سر سیلندر عوض شده ‌.مایل معاوضه با پراید مدل پایین هستم لاستیک جلو 100درصدلاستیک عقب 90درصد,https://divar.ir/v/%D9%BE%DA%98%D9%88-405-gl-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B3%D9%88%D8%B2-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B6_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWWCRsm,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۴,۲ هفته پیش در تبریز | سواری و وانت,۰,۱۳۸۴,مشکی,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,پراید مشکی دوگانه بدون خط خش بدون افتاب سوختگی شاسی ها پلمپ کاپوت ها بدون رنگ در اطراف چند تیکه رنگ داره چهار لاستیک نو رودریها مدل بالا ماشین در حد ۹۰ تمام انژکتور موقیعت مارالان,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWWyN72,,,,,
پراید سفری، مدل ۱۳۸۹,۲ هفته پیش در تبریز | سواری و وانت,۱۰۰٬۰۰۰,۱۳۸۹,خاکستری,پراید سفری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,"نقدی, قابل معاوضه",با سلام،پراید تک برگ سند،کارکرد واقعی ۱۰۰ هزار تا،کلا بدون رنگ و بدون خط و خش معاوضه با ماشین مدل بالا هم دارم ،باتشکر از عوامل دیوار,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B3%D9%81%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWSSICL,,,,,
پراید صندوق‌دار بنزینی، مدل ۱۳۸۸,۲ هفته پیش در تبریز | سواری و وانت,۱,۱۳۸۸,سفید,پراید صندوق‌دار بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی,با سلام خودروی فوق دوررنگ بوده(چند تیکه رنگ دارد من به دور رنگ میدم)جلو عقب پلمپ رینگ اسپورت ظبط باند روکش دزدگیر تایر جلو ۹۰درصد تایر عقب ۶۰درصد ماشین شتاب عالی سواری عالی و تک گانه میباشد از اون ماشینا نیس ک فقط گاز بزنن برونن ماشین تک گانس ماشین جیران دی,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B8_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWKCxM2,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۲,۲ هفته پیش در تبریز | سواری و وانت,۱۰۰٬۰۰۰,۱۳۸۲,خاکستری,پراید صندوق‌دار CNG,سالم,,خط و خش جزیی,۱۱ ماه,دنده‌ای,,پراید۸۲فنی سالم بیمه یک سال معاینه۱سال سواری خوب تایرجلونوباری ورادیات نو. تماس ۲ بعدازظهربه بعد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B2_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW6x3AG,ضربه‌خورده,سالم و پلمپ,,,
پراید 131 SE، مدل ۱۳۹۴,۲ هفته پیش در تبریز | سواری و وانت,۲۱۰٬۰۰۰,۱۳۹۴,سفید صدفی,پراید 131 SE,سالم,سالم و پلمپ,رنگ‌شدگی، در چند ناحیه,۹ ماه,دنده‌ای,,"فنی بشرط میدم فقط معاوضه با پژو هم قیمت باشه.
دو ایربگ.
روکش.کفپوش.هیدرولیک.
صفحه کلاچ تازه عوض شده",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYW-h-Ri,,,برای معاوضه,,
پراید 131 SL، مدل ۱۳۹۰,۲ هفته پیش در تبریز | سواری و وانت,۲۵۰٬۰۰۰,۱۳۹۰,سفید صدفی,پراید 131 SL,سالم,,دوررنگ,۳ ماه,,,با سلام لطفا دقیق بخون بعد زنگ بزن مدل 90 سینه قدیم دو گانه کارخانه جلو از طرف شوفر خردگی داره دور رنگ معاینه گاز تا 2024 باطری دینام نو معاوضه با پراید 141 مدل پایین بخون خواستی بزنگ خط و خش نداره به خاطر زیبای دوره رنگ شده تک برگ سند,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-sl-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B0_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYWyh6DE,ضربه‌خورده,سالم و پلمپ,۹۰٬۰۰۰٬۰۰۰ تومان,,
